distance_km,traffic_level,fuel_left_pct,hospital_capacity,road_condition,weather_score,estimated_response_mins
15.93120887400734,0.4388784397520523,0.8585979199113825,0.6973680290593639,0.09417734788764953,0.9756223516367559,106.0477736799345
15.700514635826353,0.7860643052769538,0.12811363267554587,0.45038593789556713,0.37079802423258124,0.9267649888486018,100.95887688339161
13.589572161451962,0.82276161327083,0.44341419882733113,0.2272387217847769,0.5545847870158348,0.06381725610417532,45.85085834476134
16.89736109586648,0.6316643991220648,0.7580877400853738,0.35452596812986836,0.9706980243949033,0.8931211213221977,40.073366862495675
16.010902947327715,0.19463870785196757,0.4667210037270342,0.04380376578722878,0.15428949206754783,0.6830489532424546,96.72247417077472
15.405718806340708,0.96750973243421,0.32582535813815194,0.3704597060348689,0.4695558112758079,0.1894713590842857,72.94047086757183
4.33858709603849,0.47570492622593374,0.2269093490508841,0.6698139946825103,0.43715191887233074,0.8326781960578374,27.405295422211854
14.604771836040484,0.31236664138204107,0.8322598013952011,0.8047643574968019,0.38747837903017446,0.2883281039302441,60.96933058642499
14.28491907154956,0.1397524836093098,0.19990820247510832,0.007362269751005512,0.7869243775021384,0.6648508565920321,24.48957719505006
14.692976815274031,0.7807290310219679,0.45891577553833995,0.5687411959528937,0.13979699812765745,0.11453007353597344,96.68897883093759
14.03125331222849,0.4710962061431325,0.5652361064811888,0.7649988574160256,0.6347183200005908,0.5535794006579958,46.15167484744312
12.065728893417443,0.3039500980626122,0.030817834567939406,0.43671738923236236,0.2145846728195292,0.40852864372463615,88.94513419899009
17.36125531882699,0.23393948586534075,0.05830274168906602,0.28138389202199654,0.2935937577666836,0.6619165147268951,97.7802541921478
12.02657874214301,0.7838982091064135,0.6643135403273875,0.4063868614400705,0.8140203846660347,0.1669729199077039,31.674904357377017
2.408817316409489,0.09004786077564175,0.7223593505964503,0.4618772302513874,0.1612717790336018,0.5010447751033635,21.381062352227744
4.7416178488370315,0.696320375077736,0.4461562755740307,0.3810212260964825,0.3015120891478765,0.6302825931188885,34.165025484469425
8.512626989961028,0.087649919316101,0.11800590212051532,0.9618976645495145,0.908580690707607,0.6997071338107496,26.830338814119017
6.785659306271352,0.9691763773477239,0.7787509039657946,0.7168901891589956,0.44936150214378867,0.272241561845159,42.65728526448797
3.7350373187629873,0.9026023965438417,0.45577628983361107,0.20236336479523032,0.3059566241506525,0.579219568941896,25.445674384506376
5.181910092906171,0.8566142840923755,0.7585195298352101,0.7194629559509368,0.4320930397751037,0.6273088407024432,36.63220310473391
12.51376344042924,0.64984660155482,0.08444432113988909,0.41580740217060963,0.04161417386189248,0.49399081924451893,91.31969167513458
7.937501821990136,0.1445241888660469,0.10340296772255164,0.587644572177712,0.1705929685368861,0.9251201183767972,56.439679514606496
12.45910051460711,0.34686980453483707,0.5909154914814168,0.022803871029697498,0.9585592132414453,0.48230343694290023,18.72722826415067
16.08923409050515,0.08272999992243857,0.48665833083816035,0.4907069943545209,0.9378264549749828,0.5717280523760754,28.961748841661553
10.522809219025168,0.2669756630918936,0.3315689973425522,0.5206724024715378,0.4389114603050467,0.021612079880330426,35.6587958647445
16.87325463549844,0.8961607718397667,0.14024908899861077,0.5540361435390494,0.10857574113544355,0.6722400930398117,109.55006996607639
7.06220810910215,0.6594226346919018,0.7269946142868826,0.768647491917657,0.10774094595589656,0.9160118451376079,53.90296103337775
6.143851836107855,0.03741255617617978,0.5548524693914834,0.37092228386243875,0.8297897431324132,0.8082514720643018,15.524237804341848
7.708500070808876,0.952899395069745,0.2909178381401186,0.5150571292317145,0.25596509056760275,0.9360435700489633,53.97685736332897
4.962940716476327,0.04491061939232899,0.43509706000303794,0.992375564055837,0.891677266254914,0.7486080194569492,22.228389873505947
18.03426483581345,0.8934466396978632,0.5188583603864491,0.315929051830793,0.772012432110988,0.6616612631677611,57.41670535338034
8.725839119726782,0.09446666806151527,0.746789611349026,0.2624605159228647,0.9368131505337792,0.24097057500568475,14.474854002880729
4.209642783406748,0.8311126721249061,0.15328431662449404,0.1792683081577391,0.5993827915208435,0.8745620408374645,18.98044428872811
